Date,Article Sentiment,Impact Score
2015-04-18,0.286,78.357
2015-04-17,0.375,78.75
2015-04-16,0.067,73.933
2015-04-15,-0.105,75.053
2015-04-14,0.0,74.8
2015-04-13,0.0,76.273
2015-04-12,0.214,79.143
2015-04-11,0.133,71.4
2015-04-10,0.091,74.682
2015-04-09,0.143,84.143
2015-04-08,0.067,75.667
2015-04-07,0.333,77.167
2015-04-06,0.0,71.0
2015-04-05,-1.0,71.0
2015-04-04,0.0,64.2
2015-04-03,0.857,78.143
2015-04-02,0.5,85.5
2015-04-01,0.3,73.65
2015-03-31,0.207,72.828
2015-03-30,0.24,76.42
2015-03-29,0.111,74.667
2015-03-28,0.0,81.0
2015-03-27,0.111,76.0
2015-03-26,0.471,81.0
2015-03-25,0.5,72.55
2015-03-24,0.278,73.0
2015-03-23,0.421,72.0
2015-03-22,0.091,76.455
2015-03-21,0.576,82.273
2015-03-20,0.182,81.909
2015-03-19,0.233,80.0
2015-03-18,0.025,75.063
2015-03-17,0.84,77.0
2015-03-16,-0.333,71.0
2015-03-15,0.5,79.75
2015-03-14,-0.042,77.583
2015-03-13,0.167,72.583
2015-03-12,0.308,73.158
2015-03-11,0.375,70.375
2015-03-10,0.0,73.833
2015-03-07,0.4,82.8
2015-03-06,0.286,76.857
2015-03-05,0.556,74.278
2015-03-04,-0.2,74.9
2015-03-03,0.0,71.0
2015-03-02,0.75,71.0
2015-03-01,0.167,78.167
2015-02-28,0.444,81.889
2015-02-27,-0.417,76.5
2015-02-26,0.556,72.889
2015-02-25,0.357,75.286
2015-02-24,0.8,78.6
2015-02-22,0.667,82.667
2015-02-21,0.0,70.6
2015-02-20,-0.167,82.0
2015-02-19,0.05,75.7
2015-02-18,-0.1,78.4
2015-02-17,-0.2,77.5
2015-02-16,-0.367,73.2
2015-02-15,0.2,81.1
2015-02-14,-0.212,78.73
2015-02-13,-0.215,80.986
2015-02-12,0.333,75.25
2015-02-11,0.0,73.722
2015-02-10,0.242,73.364
2015-02-09,0.5,76.0
2015-02-08,0.125,71.0
2015-02-07,-0.083,75.65
2015-02-06,-0.273,75.0
2015-02-05,0.407,77.926
2015-02-04,0.76,75.16
2015-02-03,0.842,75.474
2015-02-01,0.048,81.571
2015-01-31,0.208,81.25
2015-01-30,0.133,73.786
2015-01-29,0.517,71.0
2015-01-28,0.278,77.111
2015-01-27,0.75,71.0
2015-01-25,0.0,93.0
2015-01-24,0.75,85.0
2015-01-23,0.0,85.0
2015-01-22,0.167,82.667
2015-01-21,0.6,82.6
2015-01-20,0.0,71.7
2015-01-19,0.028,71.0
2015-01-18,0.107,74.071
2015-01-17,0.24,72.68
2015-01-16,0.056,73.463
2015-01-15,-0.059,71.882
2015-01-14,0.0,71.0
2015-01-13,0.045,71.909
2015-01-12,0.0,71.826
2015-01-11,0.0,71.237
2015-01-10,0.0,75.059
2015-01-09,0.0,73.737
2015-01-08,0.084,73.293
2015-01-07,0.375,81.5
2015-01-06,0.5,71.0
2015-01-05,0.0,71.0
2015-01-03,0.0,90.0
2015-01-02,1.0,75.0
2015-01-01,-0.667,75.0
2014-12-31,0.0,79.5
2014-12-30,-0.667,86.333
2014-12-28,0.0,71.0
2014-12-27,-0.5,88.0
2014-12-25,0.0,90.0
2014-12-24,0.5,74.167
2014-12-23,0.667,71.0
2014-12-22,0.0,71.0
2014-12-19,0.0,71.0
2014-12-18,0.067,72.733
2014-12-17,0.077,72.538
2014-12-16,0.104,72.563
2014-12-15,0.083,71.0
2014-12-14,0.063,71.469
2014-12-13,0.01,72.833
2014-12-12,-0.051,71.615
2014-12-11,0.05,71.95
2014-12-07,0.25,75.25
2014-12-06,-0.333,84.0
2014-12-05,0.0,84.0
2014-12-04,-0.143,76.571
2014-12-03,0.0,78.25
2014-12-02,0.091,76.909
2014-12-01,1.0,77.0
2014-11-30,0.5,85.0
2014-11-29,0.5,71.0
2014-11-28,0.333,71.0
2014-11-27,0.667,88.455
2014-11-26,0.0,81.333
2014-11-25,0.25,81.0
2014-11-23,0.0,83.5
2014-11-22,0.3,83.0
2014-11-21,0.6,72.8
2014-11-20,-0.333,85.0
2014-11-19,0.254,84.143
2014-11-18,0.429,81.071
2014-11-17,0.0,71.0
2014-11-16,0.0,71.0
2014-11-15,0.429,75.429
2014-11-14,0.049,74.61
2014-11-13,-0.134,81.211
2014-11-12,-0.209,81.329
2014-11-11,0.107,74.143
2014-11-10,0.0,72.267
2014-11-09,0.0,71.737
2014-11-08,0.0,77.095
2014-11-07,0.071,73.929
2014-11-06,0.091,77.273
2014-11-05,0.154,78.077
2014-11-04,0.381,78.667
2014-11-03,0.077,73.192
2014-11-02,0.633,79.082
2014-11-01,0.126,81.464
2014-10-31,0.092,80.106
2014-10-30,0.3,76.65
2014-10-29,0.133,72.0
2014-10-28,0.0,73.444
2014-10-27,0.0,71.0
2014-10-26,0.167,73.833
2014-10-25,0.227,76.318
2014-10-24,-0.118,72.0
2014-10-23,0.226,74.29
2014-10-22,0.048,71.5
2014-10-21,0.111,73.333
2014-10-20,0.0,71.0
2014-10-19,0.0,71.0
2014-10-18,0.214,86.071
2014-10-17,0.0,78.0
2014-10-16,-0.882,85.275
2014-10-15,0.571,75.429
2014-10-14,1.0,79.667
2014-10-13,0.5,87.0
2014-10-12,0.0,71.5
2014-10-11,0.0,82.167
2014-10-10,0.857,86.143
2014-10-09,-0.667,85.667
2014-10-08,1.0,66.0
2014-10-05,1.0,71.0
2014-10-04,-0.143,81.571
2014-10-03,-0.059,82.0
2014-10-02,0.0,83.0
2014-10-01,0.2,78.6
2014-09-30,0.0,71.0
2014-09-29,0.0,71.0
2014-09-28,1.0,71.0
2014-09-27,0.0,71.0
2014-09-26,-0.333,75.833
2014-09-25,0.0,76.5
2014-09-24,0.111,71.0
2014-09-22,0.333,78.333
2014-09-21,0.0,66.0
2014-09-20,0.0,75.556
2014-09-19,-0.025,71.175
2014-09-18,0.0,77.903
2014-09-17,0.217,72.261
2014-09-16,0.2,71.15
2014-09-15,-0.127,72.143
2014-09-14,0.02,71.653
2014-09-13,0.269,73.615
2014-09-12,0.098,73.488
2014-09-11,0.12,80.12
2014-09-10,0.114,75.914
2014-09-09,0.029,72.371
2014-09-08,0.0,72.6
2014-09-07,0.0,69.889
2014-09-06,-0.01,71.293
2014-09-05,0.353,74.353
2014-09-04,0.127,72.203
2014-09-03,0.232,82.565
2014-09-02,0.091,70.182
2014-09-01,-0.25,68.667
2014-08-31,0.222,71.0
2014-08-30,0.0,74.125
2014-08-29,-0.581,78.129
2014-08-28,-0.333,82.0
2014-08-27,0.0,71.0
2014-08-26,0.077,73.231
2014-08-25,-0.083,71.0
2014-08-24,-0.5,71.0
2014-08-23,-0.364,73.545
2014-08-22,0.03,71.848
2014-08-21,0.115,72.692
2014-08-20,0.538,72.846
2014-08-19,0.029,71.514
2014-08-18,-0.5,71.0
2014-08-17,0.25,75.75
2014-08-16,0.267,78.0
2014-08-15,0.333,76.571
2014-08-14,0.2,78.2
2014-08-13,-0.028,71.75
2014-08-12,0.0,73.667
2014-08-11,0.0,71.429
2014-08-10,0.286,73.0
2014-08-09,0.0,75.583
2014-08-08,-0.16,77.64
2014-08-07,-0.153,81.218
2014-08-06,-0.297,81.248
2014-08-05,0.07,74.84
2014-08-04,0.0,72.222
2014-08-03,0.25,72.313
2014-08-02,0.649,75.541
2014-08-01,0.0,71.0
2014-07-31,0.25,74.417
2014-07-30,0.143,80.429
2014-07-29,0.222,71.0
2014-07-28,0.0,71.875
2014-07-27,0.5,74.5
2014-07-26,0.364,72.727
2014-07-25,0.111,71.667
2014-07-24,0.091,74.545
2014-07-23,0.0,71.0
2014-07-22,0.5,73.8
2014-07-21,0.143,71.857
2014-07-20,0.5,79.0
2014-07-19,0.5,79.125
2014-07-18,0.167,76.222
2014-07-17,0.273,72.727
2014-07-16,0.15,73.125
2014-07-15,0.167,72.25
2014-07-14,0.0,71.0
2014-07-13,0.0,71.818
2014-07-12,-0.023,73.205
2014-07-11,0.053,71.947
2014-07-10,0.25,76.417
2014-07-09,-0.031,77.125
2014-07-08,0.643,75.5
2014-07-07,-0.333,72.333
2014-07-05,0.143,72.857
2014-07-04,0.333,71.0
2014-07-03,0.067,74.0
2014-07-02,0.231,73.0
2014-07-01,0.125,73.0
2014-06-30,0.0,71.0
2014-06-29,0.0,73.0
2014-06-28,0.167,76.417
2014-06-27,0.043,71.532
2014-06-26,0.0,71.75
2014-06-25,0.22,73.146
2014-06-24,0.0,72.347
2014-06-23,0.0,71.304
2014-06-22,0.0,71.0
2014-06-21,0.034,73.379
2014-06-20,0.24,74.28
2014-06-19,0.226,73.194
2014-06-18,0.027,71.587
2014-06-17,-0.074,73.074
2014-06-16,0.065,71.261
2014-06-15,0.188,71.957
2014-06-14,0.355,73.161
2014-06-13,0.147,73.882
2014-06-12,0.028,73.667
2014-06-11,0.155,71.397
2014-06-10,0.207,72.655
2014-06-09,0.111,71.0
2014-06-08,0.015,71.215
2014-06-07,0.016,71.339
2014-06-06,0.0,71.0
2014-06-05,0.014,71.514
2014-06-04,0.103,72.282
2014-06-03,0.0,71.156
2014-06-02,0.005,71.63
2014-06-01,0.0,71.09
2014-05-31,0.051,72.152
2014-05-30,0.008,71.953
2014-05-29,0.019,72.057
2014-05-28,0.043,71.623
2014-05-27,0.031,71.5
2014-05-26,0.03,71.182
2014-05-25,0.015,71.044
2014-05-24,0.0,71.233
2014-05-23,0.036,71.284
2014-05-22,0.12,74.58
2014-05-21,-0.01,74.707
2014-05-20,0.093,74.713
2014-05-19,0.0,71.0
2014-05-18,0.0,71.52
2014-05-17,0.124,72.045
2014-05-16,0.026,71.761
2014-05-15,0.063,71.552
2014-05-14,0.0,71.171
2014-05-13,0.012,71.22
2014-05-12,0.0,71.0
2014-05-11,-0.009,71.037
2014-05-10,0.109,71.697
2014-05-09,0.107,74.46
2014-05-08,0.016,74.432
2014-05-07,0.012,76.342
2014-05-06,0.071,72.059
2014-05-05,-0.01,71.119
