Date,Article Sentiment,Impact Score
2014-10-16,0.125,80.25
2014-10-15,0.148,78.222
2014-10-14,0.0,78.0
2014-10-13,0.0,65.0
2014-10-12,0.0,76.6
2014-10-11,0.5,77.5
2014-10-10,-0.095,79.286
2014-10-09,-0.2,79.867
2014-10-08,-0.333,80.429
2014-10-07,-1.0,78.0
2014-10-06,1.0,79.0
2014-10-05,0.25,72.0
2014-10-04,0.5,67.0
2014-10-03,0.19,74.333
2014-10-02,0.667,74.667
2014-10-01,0.5,68.75
2014-09-30,0.5,72.0
2014-09-29,1.0,78.0
2014-09-28,0.889,77.333
2014-09-27,0.6,71.5
2014-09-26,0.463,76.667
2014-09-25,0.167,81.083
2014-09-24,-0.038,82.042
2014-09-23,-0.231,78.923
2014-09-22,0.458,77.125
2014-09-21,-0.645,77.786
2014-09-20,0.279,77.574
2014-09-19,0.154,71.538
2014-09-18,0.167,74.917
2014-09-17,-0.037,77.333
2014-09-16,0.5,80.0
2014-09-15,0.5,77.0
2014-09-14,0.0,76.0
2014-09-13,0.037,76.704
2014-09-12,0.082,78.173
2014-09-11,0.32,79.12
2014-09-10,-0.5,80.833
2014-09-09,-0.424,79.156
2014-09-08,-0.5,81.833
2014-09-07,-0.383,81.717
2014-09-06,-0.519,82.565
2014-09-05,-0.309,82.387
2014-09-04,0.421,75.895
2014-09-03,0.207,78.483
2014-09-02,0.0,77.5
2014-09-01,1.0,72.667
2014-08-31,0.625,75.125
2014-08-30,-0.125,79.406
2014-08-29,-0.111,78.0
2014-08-28,0.298,82.368
2014-08-27,0.643,80.214
2014-08-26,0.545,80.909
2014-08-25,-0.167,78.5
2014-08-24,1.0,83.0
2014-08-23,1.0,82.4
2014-08-22,0.667,81.0
2014-08-21,0.636,79.636
2014-08-20,0.182,80.182
2014-08-19,-0.1,76.2
2014-08-18,0.0,75.63
2014-08-17,0.0,81.625
2014-08-16,0.429,81.571
2014-08-15,0.263,82.211
2014-08-14,0.386,80.227
2014-08-13,0.313,80.484
2014-08-12,0.386,80.557
2014-08-11,0.286,81.143
2014-08-10,0.435,80.087
2014-08-09,0.557,79.177
2014-08-08,0.479,76.281
2014-08-07,0.5,79.0
2014-08-06,0.667,80.375
2014-08-05,0.5,78.688
2014-08-03,0.333,78.0
2014-08-02,0.231,79.154
2014-08-01,0.25,79.917
2014-07-31,0.5,79.85
2014-07-30,0.047,81.313
2014-07-29,0.161,81.161
2014-07-28,0.032,82.333
2014-07-27,-0.2,80.0
2014-07-26,0.04,83.4
2014-07-25,0.311,82.8
2014-07-24,0.186,81.547
2014-07-23,0.194,81.813
2014-07-22,0.25,78.0
2014-07-21,0.333,77.444
2014-07-20,-0.172,79.552
2014-07-19,-0.272,79.077
2014-07-18,-0.5,78.688
2014-07-17,0.0,80.4
2014-07-16,0.222,78.944
2014-07-15,0.115,79.923
2014-07-14,1.0,78.0
2014-07-12,0.667,78.333
2014-07-11,0.75,80.25
2014-07-10,0.281,78.375
2014-07-09,0.1,79.5
2014-07-08,-0.111,79.667
2014-07-07,0.0,76.0
2014-07-06,-0.667,74.667
2014-07-05,0.0,75.5
2014-07-04,-0.091,77.818
2014-07-03,0.067,77.933
2014-07-02,0.0,75.286
2014-07-01,0.0,77.0
2014-06-30,0.5,79.75
2014-06-29,1.0,80.0
2014-06-28,0.0,80.125
2014-06-27,-0.2,80.8
2014-06-26,0.235,80.353
2014-06-25,0.333,79.222
2014-06-24,0.267,78.967
2014-06-23,-0.6,79.0
2014-06-22,0.0,74.333
2014-06-21,0.333,80.611
2014-06-20,0.529,80.824
2014-06-19,0.167,79.0
2014-06-18,0.438,78.563
2014-06-17,0.167,78.167
2014-06-16,0.0,78.0
2014-06-15,0.167,75.5
2014-06-14,0.625,83.938
2014-06-13,-0.167,81.333
2014-06-12,0.167,80.0
2014-06-11,0.75,75.5
2014-06-10,0.0,77.0
2014-06-09,0.0,77.5
2014-06-08,0.5,74.583
2014-06-07,0.318,81.864
2014-06-06,0.271,80.458
2014-06-05,0.263,74.895
2014-06-04,0.429,77.0
2014-06-03,0.385,82.077
2014-06-02,-0.6,77.8
2014-06-01,0.111,76.0
2014-05-31,0.136,81.0
2014-05-30,0.078,78.765
2014-05-29,0.116,79.476
